stop_id,stop_name,stop_lat,stop_lon
4011399,Av. Leão Machado,-23.548590,-46.757484
4011400,"Av. Bolonha, 124",-23.548057,-46.748145
4011402,"Av. Marginal Direita Do Rio Tietê, 2500",-23.518874,-46.747121
4101041,"Av. Chica Luiza, 1086",-23.440839,-46.759421
4101042,"Av. Chica Luiza, 1086",-23.441016,-46.759183
4101045,"Av. Chica Luiza, 900",-23.444929,-46.757556
4101048,"Av. Chica Luiza, 901",-23.448741,-46.755500
4101209,"Av. Raimundo Pereira De Magalhães, 13051",-23.431685,-46.720504
4101230,"Estr. De Taipas, 3759",-23.433117,-46.723011
4113935,"R. Joaquim Pimentel, 31",-23.443215,-46.713225
4113936,"R. Joaquim Pimentel, 97",-23.443316,-46.713367
4113950,"R. Vale Do Sol, 105",-23.446365,-46.708352
4113951,"R. Vale Do Sol, 111",-23.446429,-46.708261
4113971,"R. João Amado Coutinho, 158",-23.448183,-46.715684
4114115,Do Congo,-23.443553,-46.719605
4114135,"R. Liberato Luís Tavares, 262",-23.449187,-46.727713
4114139,"R. Jacintho Pereira, 611",-23.449667,-46.728819
4114192,"R. Philonília Gonçalves Dos Santos, 1210",-23.446108,-46.731270
4114206,"R. Félix Bogado, 730",-23.447767,-46.754552
4114207,"R. Gregório Tagle, 84",-23.444156,-46.753708
4114240,"Estr. De Taipas, 1233",-23.445652,-46.735921
4114385,"Av. Prof. Miguel Franchini Neto, 390",-23.442271,-46.724229
4114402,R. Paulo Arentino,-23.439039,-46.735927
4114424,"Estr. De Taipas, 3",-23.454954,-46.738046
4114429,Estr. De Taipas,-23.454625,-46.738197
4114430,"R. Paulo Arentino, 598",-23.435758,-46.734781
4114431,"R. Jairo De Almeida Machado, 390",-23.442499,-46.726186
4114436,"Av. Pinheirinho D'água, 82",-23.448675,-46.731432
4114440,"R. Alfredo Romea, 143",-23.437645,-46.749568
4114441,"Av. Raimundo Pereira De Magalhães, 10680",-23.448121,-46.721910
4114442,"R. Da Cooperação, 32",-23.445730,-46.712465
4114444,"R. Interativa, 15",-23.447209,-46.709039
4114445,"R. Vale Do Sol, 183",-23.448459,-46.709002
4114446,"R. Vale Do Sol, 298",-23.447774,-46.710478
4114449,"R. Dr. Rafael De Araújo Ribeiro, 897",-23.451128,-46.742650
4114450,"R. Pst. Alcebíades Pereira Vasconcelos, 39",-23.445853,-46.747691
4114451,"R. Paulo Arentino, 1429",-23.438662,-46.737384
4114453,"R. Friedrich Von Voith, 806",-23.444466,-46.740226
4114454,"R. Friedrich Von Voith, 99",-23.442201,-46.740211
4114457,"Av. Alexios Jafet, 87",-23.454061,-46.749131
4114458,Est. Vila Aurora (cptm),-23.438337,-46.748133
4114459,Vila Aurora,-23.437612,-46.747275
4114460,"Av. Amador Aguiar, 180",-23.445447,-46.726838
4114461,"Av. Amador Aguiar, 180",-23.445577,-46.726899
4114462,"Estr. Do Corredor, 661",-23.446212,-46.728115
4114464,"Av. Nelson Palma Travassos, 271",-23.441951,-46.724316
4114465,"Av. Dep. Cantidio Sampaio, 6626",-23.434722,-46.718469
4114468,"Av. Nelson Palma Travassos, 22",-23.439100,-46.723875
4114469,"R. Friedrich Von Voith, 99",-23.442421,-46.740304
4114470,"R. Baquilides, 136",-23.444313,-46.739116
4114471,"R. Baquilides, 162",-23.444036,-46.739196
4114472,"R. Ciríaco Jimenez, 192",-23.442819,-46.736920
4114473,R. Joaquim Pimentel,-23.443902,-46.712209
4114474,"Av. Fernando Mendes De Almeida, 172",-23.434063,-46.715539
4114475,Estr. De Ligação,-23.436596,-46.774302
4114476,"Estr. Turística Do Jaraguá, 2400",-23.470381,-46.754497
4114477,"R. Aracy Rondon Amarante, 88",-23.438240,-46.746845
4114480,"Av. Pinheirinho D'água, 267",-23.448720,-46.731231
4114481,"Av. Raimundo Pereira De Magalhães, 11033",-23.445721,-46.722409
4114484,"R. Akio Morita, 260",-23.437697,-46.744837
4114485,"R. Akio Morita, 23",-23.437817,-46.744865
4114486,R. Akio Morita,-23.439369,-46.745376
4114489,"Estr. Da Cachoeira, 33",-23.431469,-46.727477
4114490,"Estr. Da Cachoeira, 300",-23.431522,-46.729931
4114491,"R. Petiá, 3",-23.433247,-46.729752
4114492,"Av. Raimundo Pereira De Magalhães, 11480",-23.442414,-46.721435
4114493,"R. Pastoril De Almenara, 45",-23.449437,-46.734653
4114494,Estr. S. Paulo/jundiaí,-23.426548,-46.752954
4114495,Estr. S. Paulo/jundiaí,-23.426429,-46.752831
4114497,"Av. Raimundo Pereira De Magalhães, 13658",-23.424465,-46.724687
4114498,"Estr. Turística Do Jaraguá, 3675",-23.462874,-46.753650
4114499,"R. Expedito Ribeiro De Souza, 201",-23.450999,-46.712061
4114500,"Av. Raimundo Pereira De Magalhães, 11033",-23.445447,-46.722482
4114501,Ac. Acesso,-23.444028,-46.721351
4114502,"Av. Nelson Palma Travassos, 270",-23.442250,-46.723715
4114504,"Av. Prof. Miguel Franchini Neto, 200",-23.443967,-46.725574
4114505,"Av. Prof. Miguel Franchini Neto, 239",-23.443807,-46.725515
4114506,"Av. Amador Aguiar, 1050",-23.440182,-46.728997
4114507,"Av. Amador Aguiar, 1050",-23.440111,-46.729036
4114508,"R. Arroio Do Tigre, 240",-23.446566,-46.721663
4114509,"R. Estancia Velha, 230",-23.450001,-46.719175
4114510,"R. Afonso Rodrigues, 49",-23.451295,-46.718558
4114511,"R. Afonso Rodrigues, 54",-23.451199,-46.718566
4114512,"R. Estancia Velha, 209",-23.449922,-46.718781
4114513,"Av. Raimundo Pereira De Magalhães, 12759",-23.430998,-46.720629
4114514,"Av. Alexios Jafet, 595",-23.450334,-46.750665
4114515,"Estr. Turística Do Jaraguá, 5102",-23.464517,-46.755618
4114516,"Av. Amador Aguiar, 1648",-23.437669,-46.724499
4114517,"Av. Amador Aguiar, 1648",-23.437576,-46.724652
4114518,"R. Tuneiras Do Oeste, 110",-23.442480,-46.717670
4114519,"R. Joana Pedroso Dos Santos, 127",-23.430300,-46.726606
4114520,"R. Pera Marmelo, 871",-23.433248,-46.750947
4114521,"R. Vasco Balboa, 443",-23.443147,-46.751837
4114522,R. Antônio Cardoso Nogueira,-23.456952,-46.756040
4114523,"R. Akio Morita, 100",-23.439170,-46.745093
4114526,"R. Henrique Salvatori, 180",-23.437838,-46.736997
4114527,R. Henrique Salvatori,-23.438058,-46.734959
4114528,R. Paulo Arentino,-23.436377,-46.737150
4114529,R. Paulo Arentino,-23.436191,-46.737294
4114530,"R. Paulo Arentino, 1723",-23.438988,-46.734545
4114531,"R. Paulo Arentino, 1723",-23.439023,-46.735036
4114532,"R. Paulo Arentino, 1429",-23.438898,-46.737341
4114533,"Av. Amador Aguiar, 1500",-23.438227,-46.726074
4114534,"Av. Amador Aguiar, 1500",-23.438212,-46.726240
4114535,"Estr. Do Mestre, 17",-23.421833,-46.715905
4114536,"R. José Lopes, 20",-23.422121,-46.715801
4114539,"R. Gabriel Arregui, 189",-23.444823,-46.754902
4114540,"Av. Raimundo Pereira De Magalhães, 10218",-23.451871,-46.718973
4114541,"Av. Raimundo Pereira De Magalhães, 10500",-23.450783,-46.721109
4114542,"R. Vilaflor, 49",-23.432144,-46.718900
4114543,"Av. Quatro, 500",-23.442187,-46.732952
4114544,"R. Ilha Da Juventude, 846",-23.446370,-46.712196
4114545,"R. Ilha Da Juventude, 1046",-23.444801,-46.710883
4114546,"R. Pe. Eduardo Lustosa, 63",-23.460477,-46.741115
4114548,"R. Tomás Ribeiro Colaco, 512",-23.453109,-46.732999
4114550,"Av. Raimundo Pereira De Magalhães, 10530",-23.450436,-46.721081
4114551,R. Aracy Rondon Amarante,-23.440021,-46.745140
4114552,R. Aracy Rondon Amarante,-23.440049,-46.745241
4114553,R. João Saldanha,-23.437122,-46.744527
4114554,R. João Saldanha,-23.437160,-46.744880
4114555,"R. Friedrich Von Voith, 1780",-23.435745,-46.741123
4114556,"R. Friedrich Von Voith, 1780",-23.435681,-46.741210
4114557,R. Friedrich Von Voith,-23.437078,-46.740274
4114558,"R. Expedito Ribeiro De Souza, 70",-23.451585,-46.712264
4114559,"Estr. Do Corredor, 73",-23.447229,-46.722828
4114562,Av. Dois,-23.444105,-46.735303
4114563,R. Domênico Ferrara,-23.451630,-46.745892
4114568,"R. Interativa, 41",-23.447785,-46.708861
4114569,"R. João Saldanha, 192",-23.436182,-46.743445
4114570,"R. João Saldanha, 213",-23.436057,-46.743411
4114574,Tr. Antônio Inácio Torres,-23.431836,-46.710469
4114575,"R. Aracy Rondon Amarante, 70",-23.438460,-46.746743
4114576,"R. Aracy Rondon Amarante, 222",-23.436080,-46.747158
4200946,Parada Mathias Araújo B/C,-23.679142,-46.763625
4200950,"Estr. Do M Boi Mirim, 2667",-23.676342,-46.757406
4200952,"R. Com. Antunes Dos Santos, 1884",-23.675139,-46.758931
4201849,"Av. Caporanga, 88",-23.722728,-46.758774
4201860,"Av. Taquandava, 338",-23.721589,-46.764823
4201867,"R. S. Paulo, 3",-23.725713,-46.788286
4201871,"R. Irmã Etelvina, 37",-23.733502,-46.792574
4201874,"R. Das Margaridas Amarelas, 0",-23.735190,-46.794668
4201899,"Av. Dos Funcionários Públicos, 44",-23.732248,-46.784931
4201915,"R. Ignácio Limas, 11",-23.692113,-46.757545
4201942,"R. Manuel Vitor De Jesus, 343",-23.698905,-46.772453
4201943,"R. Manuel Vitor De Jesus, 342",-23.698979,-46.772344
4201951,"Estr. Do M Boi Mirim, 6034",-23.696130,-46.779691
4201971,"R. Coelho Lousada, 940",-23.695959,-46.783673
4203453,"R. Dos Minuetos, 127",-23.690424,-46.761426
4203473,"Av. Dos Funcionários Públicos, 1210",-23.741874,-46.782324
4203484,"Estr. Cumbica, 18",-23.720187,-46.757946
4203503,Ponto 1 - C/B,-23.694417,-46.779829
4203549,"Av. Moenda Velha, 261",-23.685999,-46.790834
4203553,"Estr. Do Embu-guaçu, 10031",-23.738263,-46.790529
4203559,"Av. Taquandava, 225",-23.722222,-46.764561
4203605,"Av. Caporanga, 0",-23.720820,-46.759119
4203620,"Estr. Da Baronesa, 1707",-23.696087,-46.764903
4203625,"R. Com. Antunes Dos Santos, 679",-23.670039,-46.766636
4203628,"R. Citeron, 242",-23.729558,-46.790898
4203641,"R. A6, 35",-23.729150,-46.782311
4203655,"Estr. Guavirituba, 1685",-23.686285,-46.755559
4203661,"R. Dos Pirarucus, 79",-23.709942,-46.775381
4203664,"R. Eng. Milton De Alvarenga Peixoto, 96",-23.720943,-46.756030
4203696,"R. Canaleiras, 19",-23.682901,-46.756521
4203703,"R. Deoclides Viana Marinho, 18",-23.687810,-46.763483
4203716,Parada Piraporinha C/B,-23.671866,-46.741665
4203717,Parada Piraporinha B/C,-23.671987,-46.741840
4203718,"Estr. Da Baronesa, 151",-23.686693,-46.755403
4203719,"Estr. Do Embu-guaçu, 10753",-23.738389,-46.790778
4203720,"Av. Guarujá, 111",-23.692440,-46.790091
4203721,"Av. Guarujá, 102",-23.692441,-46.790188
4203723,"Estr. Guavirituba, 1647",-23.685747,-46.755801
4203724,"Área De Apoio Do Terminal Jd. Ângela, 5700",-23.692865,-46.778350
4203725,"R. Achairá, 33",-23.696288,-46.793101
4203726,"R. Achairá, 62",-23.696422,-46.793641
4203727,"R. Achairá, 40",-23.697355,-46.795093
4203728,"R. Ciclades, 142",-23.695588,-46.792760
4203729,"R. Ciclades, 143",-23.695462,-46.792760
4203730,"Estr. Da Baronesa, 160",-23.686870,-46.755893
4203731,"R. Luís Flávio De Almeida, 12",-23.691517,-46.757969
4203734,"R. Paolo Porpora, 110",-23.694446,-46.780416
4203737,"Estr. Do Jararaú, 29",-23.704970,-46.791177
4203738,Estr. Do Jararaú,-23.705056,-46.791215
4203739,"R. Paolo Porpora, 208",-23.694480,-46.780722
4203742,"Estr. Do Jararaú, 197",-23.706780,-46.791563
4203743,"Estr. Do Jararaú, 58",-23.703124,-46.791423
4203744,"R. Das Três Marias, 309",-23.699740,-46.787560
4203745,"R. Francisca Queiros, 23",-23.696246,-46.785117
4203746,"R. Francisca Queiros, 27",-23.694543,-46.785013
4203748,"R. Francisca Queiros, 12",-23.696289,-46.785177
4203749,"R. Francisca Queiros, 43",-23.694566,-46.785108
4203751,"R. Paolo Porpora, 26",-23.694316,-46.782537
4203752,"R. Paolo Porpora, 322",-23.694493,-46.782569
4203753,"R. Agatino De Esparta, 36",-23.748354,-46.780648
4203754,R. Albergati Capacelli,-23.745870,-46.780606
4203757,"Av. Moenda Velha, 455",-23.687765,-46.790283
4203758,"R. Francis Russel, 452",-23.749899,-46.782446
4203759,"R. Francis Russel, 576",-23.750083,-46.782340
4203761,"R. Simão Caetano Nunes, 192",-23.689105,-46.781225
4203762,"Al. Carlos Marchais, 52",-23.711604,-46.782205
4203763,"Al. Carlos Marchais, 34",-23.711872,-46.781621
4203764,"Av. Prof. Mário Mazagão, 1556",-23.698256,-46.762036
4203767,Parada 2 - C/B,-23.695261,-46.779789
4203773,"R. Luís Alberto Caldas De Oliveira, 151",-23.731714,-46.789801
4203777,"Área De Apoio Do Terminal Jd. Ângela, 5700",-23.693092,-46.778676
4203779,"R. Eng. Milton De Alvarenga Peixoto, 22",-23.720766,-46.755863
4203780,R. Eng. Milton De Alvarenga Peixoto,-23.720446,-46.755691
4203781,"Área De Apoio Do Terminal Jd. Ângela, 5700",-23.692994,-46.778528
4203782,Parada 1 B/C,-23.694122,-46.779726
4203783,"Estr. Do M Boi Mirim, 2982",-23.677196,-46.759843
4203784,"R. Achairá, 98",-23.696485,-46.793624
4203785,"R. Ciclades, 269",-23.697532,-46.793599
4203786,"R. S. Paulo, 2",-23.725675,-46.788408
4203787,"R. Peratuba, 63",-23.725597,-46.760900
4203789,"R. Das Margaridas Amarelas, 5",-23.739241,-46.793590
4203790,"R. Agatino De Esparta, 29",-23.747618,-46.780274
4203805,"R. Coelho Lousada, 450",-23.695606,-46.784383
4203806,"R. Coelho Lousada, 450",-23.695516,-46.784246
4203807,"R. Coelho Lousada, 116",-23.695746,-46.782596
4203808,"R. Coelho Lousada, 81",-23.695381,-46.782366
4203809,"R. Coelho Lousada, 82",-23.695319,-46.782428
4203810,"R. Paolo Porpora, 954",-23.693709,-46.786540
4203811,"R. Paolo Porpora, 86",-23.693558,-46.783283
4203812,"R. Das Umbelíferas, 5",-23.711659,-46.777981
4203813,"Estr. Do Jararaú, 197",-23.706625,-46.791605
4203814,"R. Capão Redondo, 407",-23.680438,-46.756235
4203815,"R. Parque Do Lago, 26",-23.711624,-46.779828
4203816,"Estr. Do M Boi Mirim, 5180",-23.690217,-46.774301
4203817,"Estr. Do M Boi Mirim, 5320",-23.691863,-46.776015
4203818,"Estr. Do M Boi Mirim, 5320",-23.691846,-46.775780
4203820,"R. Amaro Gomes, 63",-23.722237,-46.770890
4203821,"R. Marcelino Coelho, 100",-23.686624,-46.769995
4203822,"R. Bocaina De Minas, 94",-23.687806,-46.768822
4203823,"R. Bocaina De Minas, 95",-23.687889,-46.768797
4203824,"R. Bocaina De Minas, 17",-23.688747,-46.768452
4203825,"R. Bocaina De Minas, 303",-23.688782,-46.768554
4203826,"R. Bocaina De Minas, 546",-23.690226,-46.768033
4203827,"R. Claudio Manoel, 47",-23.689543,-46.768699
4203828,"Av. Visc. Do Rio Grande, 675",-23.682075,-46.773536
4203829,"Av. Visc. Do Rio Grande, 678",-23.681932,-46.773807
4203830,"Estr. Da Baronesa, 322",-23.698563,-46.768627
4203831,"Estr. Da Baronesa, 322",-23.698389,-46.768607
4203832,"R. Agamenon Pereira Da Silva, 857",-23.697823,-46.773705
4203833,Av. Nova Arcádia,-23.696549,-46.760870
4203834,"R. Das Três Marias, 955",-23.701642,-46.790683
4203835,"R. Henri Martin, 441",-23.677184,-46.761380
4203836,"Av. Taquandava, 31",-23.720404,-46.765046
4203837,"R. Miguel Luongo, 235",-23.699115,-46.794751
4203838,"R. Miguel Luongo, 280",-23.699339,-46.794882
4203839,"R. Buena Ventura, 15",-23.700852,-46.791458
4203840,"R. Buena Ventura, 318",-23.700727,-46.791796
4203843,"R. Ciclades, 92",-23.699125,-46.793335
4203844,"R. Ciclades, 1969",-23.699313,-46.791789
4203847,"R. Ciclades, 305",-23.697361,-46.793245
4203848,"R. Henri Martin, 437",-23.677143,-46.761228
4203849,"Estr. Do M Boi Mirim, 7050",-23.707052,-46.784473
4203850,"R. Das Três Marias, 811",-23.700930,-46.789607
4203853,"Estr. Do M Boi Mirim, 3636",-23.680288,-46.765250
4203855,"R. Tobias Stimmer, 211",-23.685162,-46.774452
4311793,"Av. Diogo Da Costa Tavares, 621",-23.481829,-46.379609
4311796,"Av. Tomás Lopes De Camargo, 256",-23.481066,-46.384357
4311797,"Av. Tomás Lopes De Camargo, 39",-23.483303,-46.383272
4311866,"R. Bernardo De Chaves Cabral, 769",-23.491742,-46.397249
4311912,"R. Kumaki Aoki, 764",-23.479577,-46.422193
4311917,"Av. José Martins Lisboa, 340",-23.481816,-46.420407
4311918,"R. Tujumirim, 10",-23.483848,-46.419547
4311934,"Av. Oliveira Freire, 1200",-23.484394,-46.423941
4311964,"R. Carlo Bibiena, 255",-23.490298,-46.418046
4311976,"Av. Diogo Da Costa Tavares, 52",-23.484490,-46.384961
4311980,"R. Jerônimo Maranhão, 26",-23.486062,-46.388890
4312000,"R. Kumaki Aoki, 134",-23.480775,-46.428496
4312003,"R. Kumaki Aoki, 933",-23.479385,-46.420285
4312005,"R. Rosa Rubra, 173",-23.480217,-46.416175
4312006,"R. Rosa Rubra, 190",-23.479808,-46.416149
4312029,"Av. Estrela Da Noite, 365",-23.493045,-46.414952
4312039,"R. Cachoeira Itaguassava, 730",-23.486991,-46.410410
4312041,"Av. Estrela Da Noite, 903",-23.493727,-46.409580
4312042,"R. Carlo Bibiena, 269",-23.490444,-46.420398
4312043,"Av. Oliveira Freire, 2060",-23.483948,-46.415565
4312044,R. Erva Sereno,-23.483920,-46.414516
4312046,"Pça. Craveiro Do Campo, 128",-23.479109,-46.420872
4312050,"R. Pinha Do Brejo, 310",-23.485390,-46.411676
4312052,"Av. Diogo Da Costa Tavares, 109",-23.485571,-46.387190
4312054,"Av. Diogo Da Costa Tavares, 302",-23.483016,-46.382146
4312055,"R. Domingos Fernandes Nobre, 728",-23.486680,-46.390198
4312056,"R. Sta. Davina, 862",-23.491405,-46.428118
4312061,"R. Tietê, 651",-23.487375,-46.407577
4312063,"Av. Félix Nascentes Pinto, 447",-23.477247,-46.424558
4312065,"R. Gen. Dalton Teixeira, 168",-23.489998,-46.425332
4312066,"R. Gen. Dalton Teixeira, 12",-23.490014,-46.425120
4312068,"R. Conceição Do Almeida, 120",-23.491590,-46.420933
4312070,"Av. Diogo Da Costa Tavares, 653",-23.481706,-46.379158
4312072,"R. Pedroso Da Silva, 107",-23.490452,-46.432267
4312073,"R. Pedroso Da Silva, 408",-23.487708,-46.432548
4312074,"R. Pedroso Da Silva, 771",-23.484384,-46.432891
4312076,"Av. Oliveira Freire, 1207",-23.484299,-46.421764
4312077,"R. Vistosa Madre De Deus, 165",-23.492071,-46.410039
4312081,"R. Cachoeira Manganal, 288",-23.488878,-46.393860
4312082,"R. Domingos Fernandes Nobre, 289",-23.489482,-46.393169
4312083,"R. Domingos Fernandes Nobre, 270",-23.489661,-46.393150
4312084,"Av. José Martins Lisboa, 1178",-23.481264,-46.412343
4312085,"Av. José Martins Lisboa, 870",-23.481460,-46.415163
4312086,"Av. José Martins Lisboa, 1098",-23.481273,-46.412901
4312087,"R. Cordão De São Francisco, 1076",-23.493458,-46.398565
4312088,R. Cordão De São Francisco,-23.493740,-46.409047
4312089,R. Duarte Martins Mourão,-23.478736,-46.384289
4312092,"R. Paranacity, 776",-23.489082,-46.426511
4312093,Pça. Sem Nome,-23.491950,-46.395091
4312095,"Av. Diogo Da Costa Tavares, 328",-23.482927,-46.382134
4312097,"Av. Tomás Lopes De Camargo, 34",-23.483185,-46.383201
4312098,"Av. Tomás Lopes De Camargo, 259",-23.480908,-46.384347
4312101,"R. Tujumirim, 227",-23.481981,-46.419698
4312102,"R. Conceição Do Almeida, 253",-23.491484,-46.420477
4312103,"Tr. Maria Soldado Martins, 7",-23.489610,-46.394365
4312104,"R. Erva De Santa Luzia, 923",-23.484758,-46.417434
4312107,"R. Erva De Santa Luzia, 268",-23.490417,-46.416900
4312108,"R. Tietê, 1018",-23.483430,-46.407451
4312109,"R. Tietê, 1016",-23.483634,-46.407411
4312110,"R. Tietê, 626",-23.487587,-46.407561
4312111,"R. Tietê, 250",-23.490583,-46.407623
4312112,"R. Tietê, 220",-23.483302,-46.407483
4312113,"R. Pedroso Da Silva, 292",-23.486077,-46.432739
4312114,"R. Pedroso Da Silva, 698",-23.489558,-46.432366
4312118,"R. Domingos Fernandes Nobre, 649",-23.487154,-46.390803
4400566,Faculdade De Saúde Pública Da USP,-23.553436,-46.672653
4400580,Transporte Coletivo Privado,-23.552577,-46.677569
4400595,"R. Oscar Freire, 2035",-23.555570,-46.675492
4406405,Parada Oliveira Dias,-23.583106,-46.668285
4406430,"Av. Brasil, 101",-23.578740,-46.662314
4406564,"Av. Brasil, 2200",-23.564846,-46.677162
4406608,S. N. Sra. De Fátima-sumaré,-23.550974,-46.677575
4406614,"Al. Santos, 1307",-23.564420,-46.655074
4406617,"Av. Paulo Vi, 0",-23.555983,-46.682214
4406630,Higienópolis-mackenzie,-23.549031,-46.652303
4406631,Oscar Freire,-23.560414,-46.671819
4406632,"R. Peixoto Gomide, 894",-23.561257,-46.657558
4406633,R. Da Consolação,-23.547778,-46.641466
4406634,R. Da Consolação,-23.547860,-46.642002
4406635,R. Da Consolação,-23.547809,-46.641714
4406636,"R. Colômbia, 271",-23.568387,-46.670815
4500896,"Av. Raquel Alves Moreira, 175",-23.666520,-46.753136
4503160,"R. Francisco Xavier De Sales, 442",-23.670742,-46.745802
4503162,"R. Francisco Xavier De Sales, 182",-23.670390,-46.747751
4503168,"Av. Inácio Dias Da Silva, 20",-23.672525,-46.742662
4503377,"R. André Brenha Ribeiro, 69",-23.644609,-46.742487
4503386,"R. Luciano Silva, 310",-23.646406,-46.742378
4503392,"R. Yoshimara Minamoto, 74",-23.653297,-46.741875
4503394,"R. João Fernandes Camisa Nova Júnior, 245",-23.651385,-46.741474
4503405,"R. Satulnino De Oliveira, 150",-23.654013,-46.733239
4503408,"Av. Maria Coelho Aguiar, 408",-23.649476,-46.732715
4503638,"R. Luiza Mendecino Dos Santos, 228",-23.655582,-46.754568
4503677,"R. Anhandui-mirim, 681",-23.674536,-46.739588
4503678,"R. Anhandui-mirim, 888",-23.676302,-46.738618
4503680,"R. Antônio Vieira Mistura, 120",-23.677418,-46.737885
4503684,"R. Dinar, 25",-23.681367,-46.738621
4503687,"R. Quimili, 354",-23.678551,-46.735266
4503729,"R. Canuto Luiz Do Nascimento, 799",-23.658618,-46.749943
4503738,"R. Aristodemo Gazzotti, 820",-23.648976,-46.740740
4503778,"R. Humberto De Almeida, 103",-23.672339,-46.744253
4503795,"R. Quisiro, 31",-23.691466,-46.746932
4503814,R. Canuto Luiz Do Nascimento,-23.654911,-46.752985
4503847,"R. Luís Grassmann, 774",-23.649783,-46.736065
4503849,"R. Pedro Da Costa Faleiros, 58",-23.678464,-46.747120
4503851,"Av. Guarapiranga, 860",-23.675523,-46.734342
4503852,"R. Pedro Da Costa Faleiros, 111",-23.680706,-46.746833
4503855,"R. Luís Grassmann, 392",-23.646993,-46.733867
4503856,"R. Luís Grassmann, 216",-23.645267,-46.732418
4503859,"R. Anísio Da Mota, 20",-23.648163,-46.734911
4503860,"R. Vitalina Grassman, 282",-23.646059,-46.735105
4503879,"Av. Guarapiranga, 2500",-23.673796,-46.734300
4503880,"Av. Guarapiranga, 3450",-23.685578,-46.751333
4503881,"Av. Guarapiranga, 3238",-23.685451,-46.749404
4503882,"Av. Guarapiranga, 2505",-23.674588,-46.734447
4503883,"Av. Fim De Semana, 401",-23.656907,-46.747053
4503884,"Av. Jacobus Baldi, 711",-23.654251,-46.750833
4503885,"Av. Jacobus Baldi, 736",-23.654352,-46.750869
4503886,"Av. Jacobus Baldi, 400",-23.655073,-46.748069
4503887,"Av. Fim De Semana, 355",-23.656666,-46.747065
4503888,"Av. Jacobus Baldi, 486",-23.655055,-46.748283
4503889,"R. Guilherme Jerônimo Klosternecht, 215",-23.656099,-46.754122
4503890,"R. Tarsila Monteiro, 12",-23.654082,-46.752549
4503891,"R. Tarsila Monteiro, 12",-23.654188,-46.752621
4503892,"R. Arq. Roberto Patrão Assis, 120",-23.658652,-46.745071
4503893,"R. Maporé, 637",-23.655995,-46.744207
4503894,"R. Xico Santeiro, 20",-23.653740,-46.743716
4503895,"R. Xico Santeiro, 62",-23.653479,-46.743724
4503896,"R. Maporé, 637",-23.656193,-46.744081
4503897,"R. Arq. Roberto Patrão Assis, 14",-23.658621,-46.745002
4503898,"R. Manoel Vieira Sarmento, 44",-23.672349,-46.748209
4503900,"R. Tarsila Monteiro, 518",-23.655105,-46.752891
4503904,"R. Ângelo Francisco, 371",-23.680484,-46.746791
4503905,"R. Antônio Franca, 462",-23.677030,-46.746496
4503906,R. Antônio Franca,-23.678405,-46.746920
4503907,"R. Gonçalo Fernandes, 78",-23.674802,-46.746586
4503909,"R. Satulnino De Oliveira, 503",-23.656690,-46.731308
4503914,"R. Antônio Vieira Mistura, 365",-23.679493,-46.738259
4503915,"R. Raimunda Franklin De Melo, 199",-23.660330,-46.754514
4503918,"Av. Inácio Dias Da Silva, 12",-23.672453,-46.742675
4503919,Est. Sto. Amaro,-23.655474,-46.722795
4503920,Est. Sto. Amaro,-23.655595,-46.722840
4503923,Terminal João Dias,-23.643855,-46.733968
4503924,Parada Frederico Grotte - Centro/bairro,-23.663800,-46.729837
4503925,Frederico Grotte  B/C,-23.663925,-46.729999
4503926,Parada Guilherme Valente - Centro/bairro,-23.666153,-46.733384
4503927,Parada Guilherme Valente - Bairro/centro,-23.666315,-46.733263
4503928,Parada José Barros Magaldi - Centro/bairro,-23.667730,-46.737104
4503929,Parada José Barros Magaldi - Bairro/centro,-23.667812,-46.736988
4503930,"Estr. Da Riviera, 850",-23.682882,-46.749400
4503932,"R. Antônio De Sena, 70",-23.661252,-46.743834
4503933,"R. Luciano Silva, 98",-23.644939,-46.743875
4503934,"R. Vicente Décara Neto, 77",-23.664321,-46.736357
4503935,"R. Vicente Décara Neto, 140",-23.664597,-46.736398
4503936,"R. Vicente Décara Neto, 292",-23.666641,-46.737216
4503937,"R. Foz Do Giraldo, 160",-23.665846,-46.733624
4503938,"R. Foz Do Giraldo, 22",-23.665604,-46.733428
4503939,"R. Guilherme Valente, 131",-23.666937,-46.732440
4503940,"R. Anhandui-mirim, 700",-23.675028,-46.739314
4503941,"R. Anhandui-mirim, 476",-23.673399,-46.740339
4503945,"R. Pedro Durante, 18",-23.671450,-46.743628
4503947,Parada Capitanias Hereditárias C/B,-23.669558,-46.740385
4503948,Parada Capitanias Hereditárias B/C,-23.669473,-46.740161
4503949,"R. Vitalina Grassman, 53",-23.644678,-46.734104
4503950,Parada  Humberto De Almeida C/B,-23.672772,-46.744809
4503951,Parada  Humberto De Almeida B/C,-23.672959,-46.745260
4503952,"R. João Do Espirito Santo, 20",-23.656966,-46.731298
4503953,"Estr. Da Riviera, 4002",-23.701642,-46.746395
4503954,"Estr. Da Riviera, 4000",-23.701510,-46.746649
4503955,"R. Guilherme Valente, 178",-23.664422,-46.734265
4503956,"R. Guilherme Valente, 178",-23.664599,-46.734246
4503957,"R. José Barros Magaldi, 1013",-23.666988,-46.737879
4503958,"R. José Barros Magaldi, 1028",-23.667129,-46.737939
4503959,Parada Albino Correa De Campos,-23.675100,-46.749081
4503960,"R. Jaguaribara, 98",-23.676084,-46.735392
